UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;L1005;P1005;P1006;FEX_MUJER
3452;42;1;2021;6;2;3;4;6; ;487
3452;42;1;2021;6;2;3;5;6; ;487
3452;42;1;2021;6;2;3;6;1;6;487
3594;23;1;2021;6;2;3;1;1;6;536
3594;23;1;2021;6;2;3;2;6; ;536
3594;23;1;2021;6;2;3;3;6; ;536
3594;23;1;2021;6;2;3;4;6; ;536
3594;23;1;2021;6;2;3;5;6; ;536
3594;23;1;2021;6;2;3;6;6; ;536
3623;13;1;2021;1;2;2;1;6; ;262
3623;13;1;2021;1;2;2;2;6; ;262
3623;13;1;2021;1;2;2;3;6; ;262
3623;13;1;2021;1;2;2;4;6; ;262
3623;13;1;2021;1;2;2;5;6; ;262
3623;13;1;2021;1;2;2;6;6; ;262
3623;28;1;2021;1;2;2;1;6; ;657
3623;28;1;2021;1;2;2;2;6; ;657
3623;28;1;2021;1;2;2;3;6; ;657
3623;28;1;2021;1;2;2;4;6; ;657
3623;28;1;2021;1;2;2;5;6; ;657
3623;28;1;2021;1;2;2;6;6; ;657
3723;8;1;2021;6;2;3;1;6; ;1514
3723;8;1;2021;6;2;3;2;1;6;1514
3723;8;1;2021;6;2;3;3;6; ;1514
3723;8;1;2021;6;2;3;4;6; ;1514
3723;8;1;2021;6;2;3;5;6; ;1514
3723;8;1;2021;6;2;3;6;1;6;1514
3723;19;1;2021;6;2;3;1;6; ;571
3723;19;1;2021;6;2;3;2;6; ;571
3723;19;1;2021;6;2;3;3;6; ;571
3723;19;1;2021;6;2;3;4;6; ;571
3723;19;1;2021;6;2;3;5;6; ;571
3723;19;1;2021;6;2;3;6;6; ;571
3723;21;1;2021;6;2;3;1;6; ;699
3723;21;1;2021;6;2;3;2;6; ;699
3723;21;1;2021;6;2;3;3;6; ;699
3723;21;1;2021;6;2;3;4;6; ;699
3723;21;1;2021;6;2;3;5;6; ;699
3723;21;1;2021;6;2;3;6;6; ;699
3723;30;1;2021;6;2;3;1;1;6;350
3723;30;1;2021;6;2;3;2;1;6;350
3723;30;1;2021;6;2;3;3;1;6;350
3723;30;1;2021;6;2;3;4;1;6;350
3723;30;1;2021;6;2;3;5;1;6;350
3723;30;1;2021;6;2;3;6;6; ;350
3723;47;1;2021;6;2;3;1;6; ;699
3723;47;1;2021;6;2;3;2;6; ;699
3723;47;1;2021;6;2;3;3;6; ;699
3723;47;1;2021;6;2;3;4;6; ;699
3723;47;1;2021;6;2;3;5;6; ;699
3723;47;1;2021;6;2;3;6;6; ;699
3840;1;1;2021;1;2;2;1;6; ;251
3840;1;1;2021;1;2;2;2;6; ;251
3840;1;1;2021;1;2;2;3;6; ;251
3840;1;1;2021;1;2;2;4;6; ;251
3840;1;1;2021;1;2;2;5;6; ;251
3840;1;1;2021;1;2;2;6;6; ;251
3840;3;1;2021;1;2;2;1;6; ;209
3840;3;1;2021;1;2;2;2;6; ;209
3840;3;1;2021;1;2;2;3;6; ;209
3840;3;1;2021;1;2;2;4;6; ;209
3840;3;1;2021;1;2;2;5;6; ;209
3840;3;1;2021;1;2;2;6;6; ;209
3840;6;1;2021;1;2;2;1;1;6;160
3840;6;1;2021;1;2;2;2;1;6;160
3840;6;1;2021;1;2;2;3;6; ;160
3840;6;1;2021;1;2;2;4;6; ;160
3840;6;1;2021;1;2;2;5;6; ;160
3840;6;1;2021;1;2;2;6;1;6;160
3879;29;1;2021;6;2;3;1;1;6;245
3879;29;1;2021;6;2;3;2;6; ;245
3879;29;1;2021;6;2;3;3;6; ;245
3879;29;1;2021;6;2;3;4;6; ;245
3879;29;1;2021;6;2;3;5;6; ;245
3879;29;1;2021;6;2;3;6;6; ;245
3879;36;1;2021;6;2;3;1;6; ;726
3879;36;1;2021;6;2;3;2;6; ;726
3879;36;1;2021;6;2;3;3;6; ;726
3879;36;1;2021;6;2;3;4;6; ;726
3879;36;1;2021;6;2;3;5;6; ;726
3879;36;1;2021;6;2;3;6;6; ;726
3967;3;1;2021;6;2;3;1;6; ;407
3967;3;1;2021;6;2;3;2;6; ;407
3967;3;1;2021;6;2;3;3;6; ;407
3967;3;1;2021;6;2;3;4;6; ;407
3967;3;1;2021;6;2;3;5;1;6;407
3967;3;1;2021;6;2;3;6;6; ;407
3967;12;1;2021;6;2;3;1;6; ;332
3967;12;1;2021;6;2;3;2;1;6;332
3967;12;1;2021;6;2;3;3;1;6;332
3967;12;1;2021;6;2;3;4;6; ;332
3967;12;1;2021;6;2;3;5;6; ;332
3967;12;1;2021;6;2;3;6;6; ;332
3967;17;1;2021;6;2;3;1;6; ;303
3967;17;1;2021;6;2;3;2;6; ;303
3967;17;1;2021;6;2;3;3;6; ;303
3967;17;1;2021;6;2;3;4;6; ;303
3967;17;1;2021;6;2;3;5;1;6;303
3967;17;1;2021;6;2;3;6;6; ;303
3967;18;1;2021;6;2;3;1;6; ;417
3967;18;1;2021;6;2;3;2;6; ;417
3967;18;1;2021;6;2;3;3;6; ;417
3967;18;1;2021;6;2;3;4;6; ;417
3967;18;1;2021;6;2;3;5;6; ;417
3967;18;1;2021;6;2;3;6;6; ;417
4048;5;1;2021;1;2;2;1;6; ;733
4048;5;1;2021;1;2;2;2;1;1;733
4048;5;1;2021;1;2;2;3;1;1;733
4048;5;1;2021;1;2;2;4;6; ;733
4048;5;1;2021;1;2;2;5;6; ;733
4048;5;1;2021;1;2;2;6;6; ;733
4048;6;1;2021;1;2;2;1;6; ;2692
4048;6;1;2021;1;2;2;2;6; ;2692
4048;6;1;2021;1;2;2;3;6; ;2692
4048;6;1;2021;1;2;2;4;6; ;2692
4048;6;1;2021;1;2;2;5;6; ;2692
4048;6;1;2021;1;2;2;6;6; ;2692
4190;23;1;2021;6;2;3;1;6; ;676
4190;23;1;2021;6;2;3;2;6; ;676
4190;23;1;2021;6;2;3;3;6; ;676
4190;23;1;2021;6;2;3;4;6; ;676
4190;23;1;2021;6;2;3;5;6; ;676
4190;23;1;2021;6;2;3;6;6; ;676
4325;13;1;2021;6;2;3;1;1;6;776
4325;13;1;2021;6;2;3;2;1;6;776
4325;13;1;2021;6;2;3;3;1;6;776
4325;13;1;2021;6;2;3;4;6; ;776
4325;13;1;2021;6;2;3;5;6; ;776
4325;13;1;2021;6;2;3;6;6; ;776
4325;22;1;2021;6;2;3;1;6; ;1004
4325;22;1;2021;6;2;3;2;6; ;1004
4325;22;1;2021;6;2;3;3;6; ;1004
4325;22;1;2021;6;2;3;4;6; ;1004
4325;22;1;2021;6;2;3;5;6; ;1004
4325;22;1;2021;6;2;3;6;6; ;1004
4416;7;1;2021;1;2;2;1;6; ;507
4416;7;1;2021;1;2;2;2;6; ;507
4416;7;1;2021;1;2;2;3;6; ;507
4416;7;1;2021;1;2;2;4;6; ;507
4416;7;1;2021;1;2;2;5;6; ;507
4416;7;1;2021;1;2;2;6;6; ;507
4416;21;1;2021;1;2;2;1;6; ;718
4416;21;1;2021;1;2;2;2;6; ;718
4416;21;1;2021;1;2;2;3;6; ;718
4416;21;1;2021;1;2;2;4;6; ;718
4416;21;1;2021;1;2;2;5;6; ;718
4416;21;1;2021;1;2;2;6;6; ;718
4457;13;1;2021;6;2;3;1;6; ;280
4457;13;1;2021;6;2;3;2;6; ;280
4457;13;1;2021;6;2;3;3;6; ;280
4457;13;1;2021;6;2;3;4;6; ;280
4457;13;1;2021;6;2;3;5;6; ;280
4457;13;1;2021;6;2;3;6;6; ;280
4457;17;1;2021;6;2;3;1;6; ;280
4457;17;1;2021;6;2;3;2;6; ;280
4457;17;1;2021;6;2;3;3;6; ;280
4457;17;1;2021;6;2;3;4;6; ;280
4457;17;1;2021;6;2;3;5;6; ;280
4457;17;1;2021;6;2;3;6;6; ;280
4457;22;1;2021;6;2;3;1;6; ;1725
4457;22;1;2021;6;2;3;2;6; ;1725
4457;22;1;2021;6;2;3;3;6; ;1725
4457;22;1;2021;6;2;3;4;6; ;1725
4457;22;1;2021;6;2;3;5;6; ;1725
4457;22;1;2021;6;2;3;6;6; ;1725
4457;31;1;2021;6;2;3;1;6; ;839
4457;31;1;2021;6;2;3;2;6; ;839
4457;31;1;2021;6;2;3;3;6; ;839
4457;31;1;2021;6;2;3;4;6; ;839
4457;31;1;2021;6;2;3;5;6; ;839
4457;31;1;2021;6;2;3;6;6; ;839
4506;25;1;2021;6;2;3;1;6; ;767
4506;25;1;2021;6;2;3;2;1;6;767
4506;25;1;2021;6;2;3;3;6; ;767
4506;25;1;2021;6;2;3;4;6; ;767
4506;25;1;2021;6;2;3;5;6; ;767
4506;25;1;2021;6;2;3;6;6; ;767
4565;6;1;2021;6;2;3;1;6; ;298
4565;6;1;2021;6;2;3;2;6; ;298
4565;6;1;2021;6;2;3;3;6; ;298
4565;6;1;2021;6;2;3;4;6; ;298
4565;6;1;2021;6;2;3;5;6; ;298
4565;6;1;2021;6;2;3;6;6; ;298
4711;29;1;2021;6;2;3;1;6; ;293
4711;29;1;2021;6;2;3;2;6; ;293
4711;29;1;2021;6;2;3;3;6; ;293
4711;29;1;2021;6;2;3;4;6; ;293
4711;29;1;2021;6;2;3;5;6; ;293
4711;29;1;2021;6;2;3;6;6; ;293
4711;30;1;2021;6;2;3;1;6; ;349
4711;30;1;2021;6;2;3;2;1;6;349
4711;30;1;2021;6;2;3;3;6; ;349
4711;30;1;2021;6;2;3;4;6; ;349
4711;30;1;2021;6;2;3;5;6; ;349
4711;30;1;2021;6;2;3;6;6; ;349
4881;4;1;2021;6;2;3;1;1;1;657
4881;4;1;2021;6;2;3;2;1;1;657
4881;4;1;2021;6;2;3;3;1;1;657
4881;4;1;2021;6;2;3;4;1;1;657
4881;4;1;2021;6;2;3;5;6; ;657
4881;4;1;2021;6;2;3;6;1;1;657
4881;5;1;2021;6;2;3;1;6; ;999
4881;5;1;2021;6;2;3;2;6; ;999
4881;5;1;2021;6;2;3;3;6; ;999
4881;5;1;2021;6;2;3;4;6; ;999
4881;5;1;2021;6;2;3;5;6; ;999
4881;5;1;2021;6;2;3;6;6; ;999
4881;21;1;2021;6;2;3;1;1;6;500
4881;21;1;2021;6;2;3;2;6; ;500
4881;21;1;2021;6;2;3;3;6; ;500
4881;21;1;2021;6;2;3;4;6; ;500
4881;21;1;2021;6;2;3;5;1;6;500
4881;21;1;2021;6;2;3;6;6; ;500
4891;5;1;2021;6;2;3;1;1;6;648
4891;5;1;2021;6;2;3;2;1;6;648
4891;5;1;2021;6;2;3;3;6; ;648
4891;5;1;2021;6;2;3;4;1;6;648
4891;5;1;2021;6;2;3;5;6; ;648
4891;5;1;2021;6;2;3;6;1;6;648
4891;90;1;2021;6;2;3;1;6; ;1064
4891;90;1;2021;6;2;3;2;6; ;1064
4891;90;1;2021;6;2;3;3;6; ;1064
4891;90;1;2021;6;2;3;4;6; ;1064
4891;90;1;2021;6;2;3;5;6; ;1064
4891;90;1;2021;6;2;3;6;1;6;1064
4891;103;1;2021;6;2;3;1;6; ;1185
4891;103;1;2021;6;2;3;2;6; ;1185
4891;103;1;2021;6;2;3;3;6; ;1185
4891;103;1;2021;6;2;3;4;6; ;1185
4891;103;1;2021;6;2;3;5;1;6;1185
4891;103;1;2021;6;2;3;6;1;6;1185
5008;25;1;2021;1;2;2;1;1;6;247
5008;25;1;2021;1;2;2;2;1;6;247
5008;25;1;2021;1;2;2;3;1;6;247
5008;25;1;2021;1;2;2;4;6; ;247
5008;25;1;2021;1;2;2;5;1;6;247
5008;25;1;2021;1;2;2;6;1;6;247
5008;29;1;2021;1;2;2;1;1;6;493
5008;29;1;2021;1;2;2;2;1;6;493
5008;29;1;2021;1;2;2;3;1;6;493
5008;29;1;2021;1;2;2;4;1;6;493
5008;29;1;2021;1;2;2;5;1;6;493
5008;29;1;2021;1;2;2;6;1;6;493
5046;12;1;2021;6;2;3;1;1;6;312
5046;12;1;2021;6;2;3;2;6; ;312
5046;12;1;2021;6;2;3;3;6; ;312
5046;12;1;2021;6;2;3;4;6; ;312
5046;12;1;2021;6;2;3;5;6; ;312
5046;12;1;2021;6;2;3;6;6; ;312
5046;21;1;2021;6;2;3;1;6; ;345
5046;21;1;2021;6;2;3;2;1;6;345
5046;21;1;2021;6;2;3;3;6; ;345
5046;21;1;2021;6;2;3;4;6; ;345
5046;21;1;2021;6;2;3;5;6; ;345
5046;21;1;2021;6;2;3;6;6; ;345
5167;3;1;2021;6;2;3;1;6; ;311
5167;3;1;2021;6;2;3;2;6; ;311
5167;3;1;2021;6;2;3;3;6; ;311
5167;3;1;2021;6;2;3;4;6; ;311
5167;3;1;2021;6;2;3;5;6; ;311
5167;3;1;2021;6;2;3;6;6; ;311
5189;7;1;2021;1;3;2;1;1;6;200
5189;7;1;2021;1;3;2;2;1;6;200
5189;7;1;2021;1;3;2;3;6; ;200
5189;7;1;2021;1;3;2;4;1;6;200
5189;7;1;2021;1;3;2;5;6; ;200
5189;7;1;2021;1;3;2;6;1;6;200
5189;24;1;2021;1;3;2;1;1;6;771
5189;24;1;2021;1;3;2;2;6; ;771
5189;24;1;2021;1;3;2;3;6; ;771
5189;24;1;2021;1;3;2;4;6; ;771
5189;24;1;2021;1;3;2;5;6; ;771
5189;24;1;2021;1;3;2;6;6; ;771
5189;30;1;2021;1;3;2;1;6; ;179
5189;30;1;2021;1;3;2;2;6; ;179
5189;30;1;2021;1;3;2;3;6; ;179
5189;30;1;2021;1;3;2;4;6; ;179
5189;30;1;2021;1;3;2;5;1;6;179
5189;30;1;2021;1;3;2;6;6; ;179
5189;49;1;2021;1;3;2;1;6; ;251
5189;49;1;2021;1;3;2;2;6; ;251
5189;49;1;2021;1;3;2;3;6; ;251
5189;49;1;2021;1;3;2;4;6; ;251
5189;49;1;2021;1;3;2;5;6; ;251
5189;49;1;2021;1;3;2;6;6; ;251
5230;1;1;2021;1;3;2;1;6; ;1195
5230;1;1;2021;1;3;2;2;6; ;1195
5230;1;1;2021;1;3;2;3;6; ;1195
5230;1;1;2021;1;3;2;4;6; ;1195
5230;1;1;2021;1;3;2;5;6; ;1195
5230;1;1;2021;1;3;2;6;6; ;1195
5230;7;1;2021;1;3;2;1;6; ;1623
5230;7;1;2021;1;3;2;2;6; ;1623
5230;7;1;2021;1;3;2;3;6; ;1623
5230;7;1;2021;1;3;2;4;6; ;1623
5230;7;1;2021;1;3;2;5;6; ;1623
5230;7;1;2021;1;3;2;6;6; ;1623
5230;43;1;2021;1;3;2;1;1;6;476
5230;43;1;2021;1;3;2;2;1;6;476
5230;43;1;2021;1;3;2;3;6; ;476
5230;43;1;2021;1;3;2;4;6; ;476
5230;43;1;2021;1;3;2;5;6; ;476
5230;43;1;2021;1;3;2;6;6; ;476
5230;47;1;2021;1;3;2;1;6; ;507
5230;47;1;2021;1;3;2;2;6; ;507
5230;47;1;2021;1;3;2;3;6; ;507
5230;47;1;2021;1;3;2;4;6; ;507
5230;47;1;2021;1;3;2;5;6; ;507
5230;47;1;2021;1;3;2;6;6; ;507
5230;48;1;2021;1;3;2;1;1;6;380
5230;48;1;2021;1;3;2;2;1;6;380
5230;48;1;2021;1;3;2;3;1;6;380
5230;48;1;2021;1;3;2;4;1;6;380
5230;48;1;2021;1;3;2;5;6; ;380
5230;48;1;2021;1;3;2;6;1;6;380
5351;2;1;2021;6;3;3;1;1;6;408
5351;2;1;2021;6;3;3;2;1;6;408
5351;2;1;2021;6;3;3;3;6; ;408
5351;2;1;2021;6;3;3;4;6; ;408
5351;2;1;2021;6;3;3;5;6; ;408
5351;2;1;2021;6;3;3;6;1;6;408
5351;7;1;2021;6;3;3;1;6; ;408
5351;7;1;2021;6;3;3;2;6; ;408
5351;7;1;2021;6;3;3;3;6; ;408
5351;7;1;2021;6;3;3;4;6; ;408
5351;7;1;2021;6;3;3;5;6; ;408
5351;7;1;2021;6;3;3;6;1;6;408
5351;22;1;2021;6;3;3;1;1;6;994
5351;22;1;2021;6;3;3;2;6; ;994
5351;22;1;2021;6;3;3;3;6; ;994
5351;22;1;2021;6;3;3;4;6; ;994
5351;22;1;2021;6;3;3;5;6; ;994
5351;22;1;2021;6;3;3;6;6; ;994
5532;18;1;2021;6;3;3;1;6; ;979
5532;18;1;2021;6;3;3;2;6; ;979
5532;18;1;2021;6;3;3;3;6; ;979
5532;18;1;2021;6;3;3;4;6; ;979
5532;18;1;2021;6;3;3;5;6; ;979
5532;18;1;2021;6;3;3;6;6; ;979
5624;2;1;2021;1;3;2;1;6; ;4120
5624;2;1;2021;1;3;2;2;6; ;4120
5624;2;1;2021;1;3;2;3;6; ;4120
5624;2;1;2021;1;3;2;4;6; ;4120
5624;2;1;2021;1;3;2;5;6; ;4120
5624;2;1;2021;1;3;2;6;6; ;4120
5624;50;1;2021;1;3;2;1;6; ;590
5624;50;1;2021;1;3;2;2;6; ;590
5624;50;1;2021;1;3;2;3;6; ;590
5624;50;1;2021;1;3;2;4;6; ;590
5624;50;1;2021;1;3;2;5;6; ;590
5624;50;1;2021;1;3;2;6;6; ;590
5624;67;1;2021;1;3;2;1;6; ;671
5624;67;1;2021;1;3;2;2;6; ;671
5624;67;1;2021;1;3;2;3;6; ;671
5624;67;1;2021;1;3;2;4;6; ;671
5624;67;1;2021;1;3;2;5;6; ;671
5624;67;1;2021;1;3;2;6;6; ;671
5762;38;1;2021;6;3;3;1;6; ;649
5762;38;1;2021;6;3;3;2;6; ;649
5762;38;1;2021;6;3;3;3;6; ;649
5762;38;1;2021;6;3;3;4;6; ;649
5762;38;1;2021;6;3;3;5;6; ;649
5762;38;1;2021;6;3;3;6;6; ;649
5762;49;1;2021;6;3;3;1;1;6;1923
5762;49;1;2021;6;3;3;2;1;6;1923
5762;49;1;2021;6;3;3;3;6; ;1923
5762;49;1;2021;6;3;3;4;6; ;1923
5762;49;1;2021;6;3;3;5;6; ;1923
5762;49;1;2021;6;3;3;6;6; ;1923
5881;2;1;2021;1;3;2;1;1;6;935
5881;2;1;2021;1;3;2;2;6; ;935
5881;2;1;2021;1;3;2;3;6; ;935
5881;2;1;2021;1;3;2;4;6; ;935
5881;2;1;2021;1;3;2;5;6; ;935
5881;2;1;2021;1;3;2;6;6; ;935
5881;30;1;2021;1;3;2;1;6; ;399
5881;30;1;2021;1;3;2;2;6; ;399
5881;30;1;2021;1;3;2;3;6; ;399
5881;30;1;2021;1;3;2;4;6; ;399
5881;30;1;2021;1;3;2;5;6; ;399
5881;30;1;2021;1;3;2;6;6; ;399
5881;38;1;2021;1;3;2;1;1;1;864
5881;38;1;2021;1;3;2;2;1;1;864
5881;38;1;2021;1;3;2;3;6; ;864
5881;38;1;2021;1;3;2;4;6; ;864
5881;38;1;2021;1;3;2;5;6; ;864
5881;38;1;2021;1;3;2;6;1;1;864
6070;3;1;2021;6;3;3;1;6; ;535
6070;3;1;2021;6;3;3;2;6; ;535
6070;3;1;2021;6;3;3;3;6; ;535
6070;3;1;2021;6;3;3;4;6; ;535
6070;3;1;2021;6;3;3;5;6; ;535
6070;3;1;2021;6;3;3;6;6; ;535
6070;10;1;2021;6;3;3;1;1;6;209
6070;10;1;2021;6;3;3;2;6; ;209
6070;10;1;2021;6;3;3;3;6; ;209
6070;10;1;2021;6;3;3;4;6; ;209
6070;10;1;2021;6;3;3;5;1;6;209
6070;10;1;2021;6;3;3;6;6; ;209
6165;43;1;2021;1;3;2;1;6; ;728
6165;43;1;2021;1;3;2;2;6; ;728
6165;43;1;2021;1;3;2;3;6; ;728
6165;43;1;2021;1;3;2;4;6; ;728
6165;43;1;2021;1;3;2;5;6; ;728
6165;43;1;2021;1;3;2;6;6; ;728
6186;18;1;2021;6;3;3;1;1;6;986
6186;18;1;2021;6;3;3;2;1;6;986
6186;18;1;2021;6;3;3;3;6; ;986
6186;18;1;2021;6;3;3;4;6; ;986
6186;18;1;2021;6;3;3;5;1;6;986
6186;18;1;2021;6;3;3;6;6; ;986
6285;26;1;2021;6;3;3;1;1;6;1066
6285;26;1;2021;6;3;3;2;1;6;1066
6285;26;1;2021;6;3;3;3;6; ;1066
6285;26;1;2021;6;3;3;4;6; ;1066
6285;26;1;2021;6;3;3;5;6; ;1066
6285;26;1;2021;6;3;3;6;1;6;1066
6401;9;1;2021;1;3;2;1;6; ;1084
6401;9;1;2021;1;3;2;2;6; ;1084
6401;9;1;2021;1;3;2;3;6; ;1084
6401;9;1;2021;1;3;2;4;6; ;1084
6401;9;1;2021;1;3;2;5;6; ;1084
6401;9;1;2021;1;3;2;6;6; ;1084
6401;13;1;2021;1;3;2;1;6; ;3087
6401;13;1;2021;1;3;2;2;6; ;3087
6401;13;1;2021;1;3;2;3;6; ;3087
6401;13;1;2021;1;3;2;4;6; ;3087
6401;13;1;2021;1;3;2;5;6; ;3087
6401;13;1;2021;1;3;2;6;6; ;3087
6535;9;1;2021;1;3;2;1;1;6;755
6535;9;1;2021;1;3;2;2;1;6;755
6535;9;1;2021;1;3;2;3;1;6;755
6535;9;1;2021;1;3;2;4;1;6;755
6535;9;1;2021;1;3;2;5;1;6;755
6535;9;1;2021;1;3;2;6;1;6;755
6535;11;1;2021;1;3;2;1;1;6;924
6535;11;1;2021;1;3;2;2;6; ;924
6535;11;1;2021;1;3;2;3;6; ;924
6535;11;1;2021;1;3;2;4;6; ;924
6535;11;1;2021;1;3;2;5;6; ;924
6535;11;1;2021;1;3;2;6;6; ;924
6535;40;1;2021;1;3;2;1;6; ;321
6535;40;1;2021;1;3;2;2;6; ;321
6535;40;1;2021;1;3;2;3;6; ;321
6535;40;1;2021;1;3;2;4;6; ;321
6535;40;1;2021;1;3;2;5;6; ;321
6535;40;1;2021;1;3;2;6;6; ;321
6535;47;1;2021;1;3;2;1;6; ;720
6535;47;1;2021;1;3;2;2;6; ;720
6535;47;1;2021;1;3;2;3;6; ;720
6535;47;1;2021;1;3;2;4;6; ;720
6535;47;1;2021;1;3;2;5;6; ;720
6535;47;1;2021;1;3;2;6;6; ;720
6572;4;1;2021;6;3;3;1;6; ;417
6572;4;1;2021;6;3;3;2;6; ;417
6572;4;1;2021;6;3;3;3;6; ;417
6572;4;1;2021;6;3;3;4;6; ;417
6572;4;1;2021;6;3;3;5;6; ;417
6572;4;1;2021;6;3;3;6;6; ;417
6572;39;1;2021;6;3;3;1;6; ;269
6572;39;1;2021;6;3;3;2;6; ;269
6572;39;1;2021;6;3;3;3;6; ;269
6572;39;1;2021;6;3;3;4;6; ;269
6572;39;1;2021;6;3;3;5;6; ;269
6572;39;1;2021;6;3;3;6;1;6;269
6662;10;1;2021;6;3;3;1;6; ;422
6662;10;1;2021;6;3;3;2;6; ;422
6662;10;1;2021;6;3;3;3;6; ;422
6662;10;1;2021;6;3;3;4;6; ;422
6662;10;1;2021;6;3;3;5;6; ;422
6662;10;1;2021;6;3;3;6;6; ;422
6662;27;1;2021;6;3;3;1;6; ;2066
6662;27;1;2021;6;3;3;2;6; ;2066
6662;27;1;2021;6;3;3;3;6; ;2066
6662;27;1;2021;6;3;3;4;6; ;2066
6662;27;1;2021;6;3;3;5;6; ;2066
6662;27;1;2021;6;3;3;6;6; ;2066
6705;5;1;2021;1;4;2;1;6; ;269
6705;5;1;2021;1;4;2;2;6; ;269
6705;5;1;2021;1;4;2;3;6; ;269
6705;5;1;2021;1;4;2;4;6; ;269
6705;5;1;2021;1;4;2;5;6; ;269
6705;5;1;2021;1;4;2;6;6; ;269
6705;9;1;2021;1;4;2;1;6; ;269
6705;9;1;2021;1;4;2;2;6; ;269
6705;9;1;2021;1;4;2;3;6; ;269
6705;9;1;2021;1;4;2;4;6; ;269
6705;9;1;2021;1;4;2;5;6; ;269
6705;9;1;2021;1;4;2;6;6; ;269
6705;75;1;2021;1;4;2;1;6; ;664
6705;75;1;2021;1;4;2;2;1;1;664
6705;75;1;2021;1;4;2;3;6; ;664
6705;75;1;2021;1;4;2;4;6; ;664
6705;75;1;2021;1;4;2;5;6; ;664
6705;75;1;2021;1;4;2;6;1;1;664
6817;38;1;2021;1;4;2;1;6; ;802
6817;38;1;2021;1;4;2;2;6; ;802
6817;38;1;2021;1;4;2;3;6; ;802
6817;38;1;2021;1;4;2;4;6; ;802
6817;38;1;2021;1;4;2;5;6; ;802
6817;38;1;2021;1;4;2;6;6; ;802
6824;19;1;2021;1;4;2;1;6; ;978
6824;19;1;2021;1;4;2;2;1;6;978
6824;19;1;2021;1;4;2;3;6; ;978
6824;19;1;2021;1;4;2;4;6; ;978
6824;19;1;2021;1;4;2;5;6; ;978
6824;19;1;2021;1;4;2;6;6; ;978
6920;4;1;2021;1;4;2;1;6; ;1319
6920;4;1;2021;1;4;2;2;1;1;1319
6920;4;1;2021;1;4;2;3;1;1;1319
6920;4;1;2021;1;4;2;4;1;1;1319
6920;4;1;2021;1;4;2;5;1;1;1319
6920;4;1;2021;1;4;2;6;1;1;1319
6920;30;1;2021;1;4;2;1;6; ;737
6920;30;1;2021;1;4;2;2;6; ;737
6920;30;1;2021;1;4;2;3;6; ;737
6920;30;1;2021;1;4;2;4;6; ;737
6920;30;1;2021;1;4;2;5;6; ;737
6920;30;1;2021;1;4;2;6;6; ;737
6982;1;1;2021;6;4;3;1;6; ;475
6982;1;1;2021;6;4;3;2;6; ;475
6982;1;1;2021;6;4;3;3;6; ;475
6982;1;1;2021;6;4;3;4;6; ;475
6982;1;1;2021;6;4;3;5;6; ;475
6982;1;1;2021;6;4;3;6;6; ;475
7051;1;1;2021;6;4;3;1;1;1;975
7051;1;1;2021;6;4;3;2;6; ;975
7051;1;1;2021;6;4;3;3;6; ;975
7051;1;1;2021;6;4;3;4;6; ;975
7051;1;1;2021;6;4;3;5;6; ;975
7051;1;1;2021;6;4;3;6;6; ;975
7051;2;1;2021;6;4;3;1;6; ;1000
7051;2;1;2021;6;4;3;2;6; ;1000
7051;2;1;2021;6;4;3;3;6; ;1000
7051;2;1;2021;6;4;3;4;6; ;1000
7051;2;1;2021;6;4;3;5;6; ;1000
7051;2;1;2021;6;4;3;6;6; ;1000
7197;21;1;2021;1;4;2;1;6; ;361
7197;21;1;2021;1;4;2;2;1;6;361
7197;21;1;2021;1;4;2;3;1;6;361
7197;21;1;2021;1;4;2;4;6; ;361
7197;21;1;2021;1;4;2;5;6; ;361
7197;21;1;2021;1;4;2;6;1;6;361
7197;28;1;2021;1;4;2;1;1;6;361
7197;28;1;2021;1;4;2;2;6; ;361
7197;28;1;2021;1;4;2;3;6; ;361
7197;28;1;2021;1;4;2;4;6; ;361
7197;28;1;2021;1;4;2;5;1;6;361
7197;28;1;2021;1;4;2;6;6; ;361
7297;22;1;2021;6;4;3;1;6; ;718
7297;22;1;2021;6;4;3;2;1;6;718
7297;22;1;2021;6;4;3;3;1;6;718
7297;22;1;2021;6;4;3;4;6; ;718
7297;22;1;2021;6;4;3;5;1;6;718
7297;22;1;2021;6;4;3;6;6; ;718
7297;26;1;2021;6;4;3;1;6; ;702
7297;26;1;2021;6;4;3;2;1;6;702
7297;26;1;2021;6;4;3;3;6; ;702
7297;26;1;2021;6;4;3;4;6; ;702
7297;26;1;2021;6;4;3;5;6; ;702
7297;26;1;2021;6;4;3;6;6; ;702
7297;38;1;2021;6;4;3;1;6; ;682
7297;38;1;2021;6;4;3;2;1;6;682
7297;38;1;2021;6;4;3;3;6; ;682
7297;38;1;2021;6;4;3;4;6; ;682
7297;38;1;2021;6;4;3;5;6; ;682
7297;38;1;2021;6;4;3;6;6; ;682
7408;30;1;2021;6;4;3;1;6; ;921
7408;30;1;2021;6;4;3;2;6; ;921
7408;30;1;2021;6;4;3;3;6; ;921
7408;30;1;2021;6;4;3;4;6; ;921
7408;30;1;2021;6;4;3;5;6; ;921
7408;30;1;2021;6;4;3;6;6; ;921
7408;41;1;2021;6;4;3;1;6; ;1533
7408;41;1;2021;6;4;3;2;1;6;1533
7408;41;1;2021;6;4;3;3;1;6;1533
