UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;P501;P502L;P503;P504L;P505;SELEC_AUX;FEX_MUJER
5928;23;1;2021;6;3;3;1;2;1; ; ;2;645
5928;32;1;2021;6;3;3;1;1;1; ; ;1;559
5928;33;1;2021;6;3;3;2;4;2;1;1;1;1117
5928;39;1;2021;6;3;3;2;1;1; ; ;1;1290
6070;2;1;2021;6;3;3;1;2;1; ; ;2;172
6070;3;1;2021;6;3;3;2;2;1; ; ;2;535
6070;6;1;2021;6;3;3;2;4;1; ; ;4;508
6070;7;1;2021;6;3;3;1;2;1; ; ;2;261
6070;8;1;2021;6;3;3;3;2;1; ; ;2;575
6070;10;1;2021;6;3;3;1;1;1; ; ;1;209
6070;17;1;2021;6;3;3;1;1;1; ; ;1;249
6070;19;1;2021;6;3;3;1;2;1; ; ;2;438
6165;11;1;2021;1;3;2;1;1;1; ; ;1;1023
6165;32;1;2021;1;3;2;1;1;1; ; ;1;728
6165;40;1;2021;1;3;2;2;3;1; ; ;3;2213
6165;43;1;2021;1;3;2;1;1;1; ; ;1;728
6165;60;1;2021;1;3;2;1;2;1; ; ;2;728
6186;8;1;2021;6;3;3;1;2;1; ; ;2;516
6186;13;1;2021;6;3;3;1;2;1; ; ;2;502
6186;16;1;2021;6;3;3;1;2;1; ; ;2;379
6186;18;1;2021;6;3;3;2;1;1; ; ;1;986
6186;23;1;2021;6;3;3;1;2;1; ; ;2;493
6186;25;1;2021;6;3;3;3;1;1; ; ;1;1136
6186;26;1;2021;6;3;3;2;2;4;5;1;5;1056
6186;35;1;2021;6;3;3;1;1;1; ; ;1;558
6285;6;1;2021;6;3;3;1;2;1; ; ;2;427
6285;11;1;2021;6;3;3;1;1;1; ; ;1;354
6285;16;1;2021;6;3;3;1;2;1; ; ;2;465
6285;22;1;2021;6;3;3;2;2;1; ; ;2;707
6285;26;1;2021;6;3;3;2;1;1; ; ;1;1066
6285;45;1;2021;6;3;3;2;1;1; ; ;1;707
6285;51;1;2021;6;3;3;1;2;1; ; ;2;577
6285;56;1;2021;6;3;3;1;2;1; ; ;2;465
6401;5;1;2021;1;3;2;1;1;1; ; ;1;1195
6401;9;1;2021;1;3;2;1;1;1; ; ;1;1084
6401;13;1;2021;1;3;2;2;3;1; ; ;3;3087
6401;14;1;2021;1;3;2;2;3;1; ; ;3;2947
6401;38;1;2021;1;3;2;2;5;1; ; ;5;3188
6535;6;1;2021;1;3;2;2;2;1; ; ;2;500
6535;9;1;2021;1;3;2;2;4;1; ; ;4;755
6535;11;1;2021;1;3;2;1;1;1; ; ;1;924
6535;12;1;2021;1;3;2;2;2;1; ; ;2;683
6535;20;2;2021;1;3;2;1;1;1; ; ;1;377
6535;23;1;2021;1;3;2;1;1;1; ; ;1;265
6535;40;1;2021;1;3;2;1;1;1; ; ;1;321
6535;42;1;2021;1;3;2;1;1;1; ; ;1;377
6535;47;1;2021;1;3;2;3;1;1; ; ;1;720
6572;2;1;2021;6;3;3;2;4;1; ; ;4;1368
6572;4;1;2021;6;3;3;1;1;1; ; ;1;417
6572;6;1;2021;6;3;3;1;2;1; ; ;2;356
6572;10;1;2021;6;3;3;1;2;1; ; ;2;417
6572;22;1;2021;6;3;3;1;2;1; ; ;2;389
6572;26;1;2021;6;3;3;1;2;1; ; ;2;396
6572;30;1;2021;6;3;3;2;4;1; ; ;4;834
6572;38;1;2021;6;3;3;1;1;1; ; ;1;270
6572;39;1;2021;6;3;3;1;1;1; ; ;1;269
6572;44;1;2021;6;3;3;1;1;1; ; ;1;401
6662;1;1;2021;6;3;3;1;1;1; ; ;1;636
6662;10;1;2021;6;3;3;1;1;1; ; ;1;422
6662;11;1;2021;6;3;3;1;2;1; ; ;2;511
6662;26;1;2021;6;3;3;1;2;1; ; ;2;651
6662;27;1;2021;6;3;3;3;9;1; ; ;9;2066
6662;28;1;2021;6;3;3;2;1;4;2;1;2;1283
6662;37;1;2021;6;3;3;1;2;1; ; ;2;608
6705;5;1;2021;1;4;2;1;1;1; ; ;1;269
6705;9;1;2021;1;4;2;1;1;1; ; ;1;269
6705;30;1;2021;1;4;2;1;2;1; ; ;2;319
6705;32;1;2021;1;4;2;3;5;1; ; ;5;996
6705;41;1;2021;1;4;2;1;2;1; ; ;2;307
6705;47;1;2021;1;4;2;1;2;1; ; ;2;307
6705;66;1;2021;1;4;2;1;1;1; ; ;1;326
6705;70;1;2021;1;4;2;1;2;1; ; ;2;319
6705;72;1;2021;1;4;2;1;1;1; ; ;1;307
6705;75;1;2021;1;4;2;2;3;1; ; ;3;664
6817;13;1;2021;1;4;2;1;2;1; ; ;2;659
6817;17;1;2021;1;4;2;1;2;1; ; ;2;631
6817;25;1;2021;1;4;2;1;2;1; ; ;2;562
6817;27;1;2021;1;4;2;1;2;1; ; ;2;494
6817;28;1;2021;1;4;2;3;3;1; ; ;3;1755
6817;38;1;2021;1;4;2;2;1;1; ; ;1;802
6817;54;1;2021;1;4;2;1;2;1; ; ;2;563
6824;4;1;2021;1;4;2;3;2;1; ; ;2;1895
6824;19;1;2021;1;4;2;2;1;1; ; ;1;978
6824;21;1;2021;1;4;2;1;2;1; ; ;2;579
6824;27;1;2021;1;4;2;1;1;1; ; ;1;557
6824;31;1;2021;1;4;2;2;2;1; ; ;2;925
6824;44;1;2021;1;4;2;1;2;1; ; ;2;652
6824;46;1;2021;1;4;2;1;2;1; ; ;2;557
6824;48;1;2021;1;4;2;4;2;1; ; ;2;2790
6920;4;1;2021;1;4;2;2;1;1; ; ;1;1319
6920;30;1;2021;1;4;2;1;1;1; ; ;1;737
6920;37;1;2021;1;4;2;1;2;1; ; ;2;589
6920;48;1;2021;1;4;2;1;2;1; ; ;2;612
6920;60;1;2021;1;4;2;1;1;1; ; ;1;689
6920;63;1;2021;1;4;2;3;3;1; ; ;3;2212
6920;87;1;2021;1;4;2;1;2;1; ; ;2;589
6920;90;1;2021;1;4;2;1;2;1; ; ;2;668
6982;1;1;2021;6;4;3;1;1;1; ; ;1;475
6982;9;1;2021;6;4;3;1;1;1; ; ;1;517
6982;14;1;2021;6;4;3;1;1;1; ; ;1;566
6982;15;1;2021;6;4;3;1;1;1; ; ;1;566
6982;20;1;2021;6;4;3;1;2;1; ; ;2;517
6982;30;1;2021;6;4;3;1;1;1; ; ;1;566
6982;35;1;2021;6;4;3;1;1;1; ; ;1;597
6982;37;1;2021;6;4;3;1;1;1; ; ;1;390
6982;42;1;2021;6;4;3;1;2;1; ; ;2;517
7051;1;1;2021;6;4;3;2;3;1; ; ;3;975
7051;2;1;2021;6;4;3;2;1;1; ; ;1;1000
7051;19;1;2021;6;4;3;1;2;1; ; ;2;433
7051;22;1;2021;6;4;3;1;2;1; ; ;2;398
7051;27;1;2021;6;4;3;1;1;1; ; ;1;508
7051;30;1;2021;6;4;3;1;2;1; ; ;2;364
7051;31;1;2021;6;4;3;1;1;1; ; ;1;433
7051;46;1;2021;6;4;3;3;4;1; ; ;4;965
7051;47;1;2021;6;4;3;2;1;1; ; ;1;992
7051;53;1;2021;6;4;3;1;2;1; ; ;2;329
7191;2;1;2021;6;4;3;2;2;1; ; ;2;656
7191;12;1;2021;6;4;3;1;1;1; ; ;1;502
7191;15;1;2021;6;4;3;1;1;1; ; ;1;434
7191;17;1;2021;6;4;3;1;1;1; ; ;1;365
7191;28;1;2021;6;4;3;3;2;1; ; ;2;984
7191;29;1;2021;6;4;3;1;1;1; ; ;1;509
7191;30;1;2021;6;4;3;1;2;1; ; ;2;484
7191;31;1;2021;6;4;3;1;2;1; ; ;2;489
7191;33;1;2021;6;4;3;1;2;1; ; ;2;502
7191;38;1;2021;6;4;3;2;2;1; ; ;2;1003
7197;16;1;2021;1;4;2;2;2;1; ; ;2;796
7197;21;1;2021;1;4;2;1;1;1; ; ;1;361
7197;27;1;2021;1;4;2;1;2;1; ; ;2;376
7197;28;1;2021;1;4;2;1;1;1; ; ;1;361
7197;30;1;2021;1;4;2;1;2;1; ; ;2;398
7197;50;1;2021;1;4;2;2;2;1; ; ;2;1015
7197;57;1;2021;1;4;2;1;1;1; ; ;1;453
7297;3;1;2021;6;4;3;1;2;1; ; ;2;351
7297;6;1;2021;6;4;3;1;1;1; ; ;1;231
7297;15;1;2021;6;4;3;2;2;1; ; ;2;515
7297;18;1;2021;6;4;3;2;7;1; ; ;7;1178
7297;22;1;2021;6;4;3;2;3;1; ; ;3;718
7297;26;1;2021;6;4;3;2;1;1; ; ;1;702
7297;29;1;2021;6;4;3;1;1;1; ; ;1;231
7297;31;1;2021;6;4;3;1;1;1; ; ;1;335
7297;38;1;2021;6;4;3;2;3;1; ; ;3;682
7297;43;1;2021;6;4;3;1;1;1; ; ;1;335
7408;2;1;2021;6;4;3;3;1;1; ; ;1;1381
7408;12;1;2021;6;4;3;1;2;1; ; ;2;460
7408;24;1;2021;6;4;3;1;2;1; ; ;2;303
7408;25;1;2021;6;4;3;1;1;1; ; ;1;444
7408;30;1;2021;6;4;3;2;1;1; ; ;1;921
7408;41;1;2021;6;4;3;2;3;1; ; ;3;1533
7408;45;1;2021;6;4;3;1;1;1; ; ;1;449
7408;46;1;2021;6;4;3;1;2;1; ; ;2;366
7408;53;1;2021;6;4;3;1;1;1; ; ;1;449
7408;69;1;2021;6;4;3;1;1;1; ; ;1;457
7513;1;1;2021;1;4;2;2;3;1; ; ;3;716
7513;11;1;2021;1;4;2;1;2;1; ; ;2;375
7513;13;1;2021;1;4;2;1;1;1; ; ;1;344
7513;16;1;2021;1;4;2;2;5;1; ; ;5;716
7513;25;1;2021;1;4;2;1;2;1; ; ;2;370
7513;25;2;2021;1;4;2;1;2;1; ; ;2;331
7513;27;1;2021;1;4;2;2;1;1; ; ;1;660
7513;31;1;2021;1;4;2;2;2;1; ; ;2;662
7513;45;1;2021;1;4;2;1;2;1; ; ;2;370
7513;53;1;2021;1;4;2;1;1;1; ; ;1;330
7513;56;1;2021;1;4;2;1;2;1; ; ;2;1013
7559;6;1;2021;6;4;3;1;2;1; ; ;2;317
7559;14;1;2021;6;4;3;1;2;1; ; ;2;262
7559;21;1;2021;6;4;3;1;1;1; ; ;1;405
7559;22;1;2021;6;4;3;2;3;1; ; ;3;1327
7559;27;1;2021;6;4;3;2;1;1; ; ;1;1047
7559;30;1;2021;6;4;3;2;1;1; ; ;1;791
7559;31;1;2021;6;4;3;1;1;1; ; ;1;523
7559;32;1;2021;6;4;3;1;2;1; ; ;2;260
7559;33;1;2021;6;4;3;1;2;1; ; ;2;262
7660;2;1;2021;6;4;3;2;1;1; ; ;1;634
7660;5;1;2021;6;4;3;1;2;1; ; ;2;232
7660;6;1;2021;6;4;3;3;4;1; ; ;4;1595
7660;12;1;2021;6;4;3;1;1;1; ; ;1;311
7660;14;1;2021;6;4;3;1;2;1; ; ;2;308
7660;18;1;2021;6;4;3;1;1;1; ; ;1;317
7660;20;1;2021;6;4;3;1;1;1; ; ;1;303
7660;22;1;2021;6;4;3;1;2;1; ; ;2;324
7660;28;1;2021;6;4;3;2;3;1; ; ;3;649
7660;38;1;2021;6;4;3;1;2;1; ; ;2;311
7777;3;1;2021;1;5;2;1;1;1; ; ;1;270
7777;10;1;2021;1;5;2;3;2;1; ; ;2;811
7777;15;1;2021;1;5;2;1;1;1; ; ;1;281
7777;27;1;2021;1;5;2;1;1;1; ; ;1;317
7777;41;1;2021;1;5;2;1;2;1; ; ;2;270
7777;43;1;2021;1;5;2;1;2;1; ; ;2;303
7777;44;1;2021;1;5;2;1;1;1; ; ;1;317
7777;46;1;2021;1;5;2;1;2;1; ; ;2;270
7777;48;1;2021;1;5;2;1;4;1; ; ;4;338
7777;52;1;2021;1;5;2;1;2;1; ; ;2;281
7783;7;1;2021;1;5;2;1;1;1; ; ;1;537
7783;17;1;2021;1;5;2;1;1;1; ; ;1;398
7783;19;1;2021;1;5;2;1;2;1; ; ;2;537
7783;39;1;2021;1;5;2;2;1;1; ; ;1;683
7783;48;1;2021;1;5;2;1;2;1; ; ;2;600
7783;51;1;2021;1;5;2;4;7;1; ; ;7;2245
7783;55;1;2021;1;5;2;1;2;1; ; ;2;398
7783;63;1;2021;1;5;2;1;1;1; ; ;1;600
7783;66;1;2021;1;5;2;1;1;1; ; ;1;479
7783;79;1;2021;1;5;2;3;3;1; ; ;3;1495
7804;6;1;2021;1;5;2;1;2;1; ; ;2;497
7804;12;1;2021;1;5;2;1;2;1; ; ;2;582
7804;14;1;2021;1;5;2;1;2;1; ; ;2;497
7804;25;1;2021;1;5;2;1;1;1; ; ;1;538
7804;37;1;2021;1;5;2;2;2;1; ; ;2;1114
7804;56;1;2021;1;5;2;2;2;1; ; ;2;1245
7804;66;1;2021;1;5;2;1;2;1; ; ;2;497
7804;74;1;2021;1;5;2;1;1;1; ; ;1;497
7804;78;1;2021;1;5;2;1;1;1; ; ;1;564
7804;83;1;2021;1;5;2;2;2;1; ; ;2;1245
7814;9;1;2021;1;5;2;1;2;1; ; ;2;524
7814;11;1;2021;1;5;2;1;2;1; ; ;2;501
7814;12;1;2021;1;5;2;1;2;1; ; ;2;501
7814;27;1;2021;1;5;2;1;2;1; ; ;2;393
7814;32;1;2021;1;5;2;1;2;1; ; ;2;448
7814;40;1;2021;1;5;2;1;2;1; ; ;2;476
7814;44;1;2021;1;5;2;1;2;1; ; ;2;501
7814;53;1;2021;1;5;2;1;1;1; ; ;1;501
7814;61;1;2021;1;5;2;1;2;1; ; ;2;560
7878;5;1;2021;1;5;2;1;1;1; ; ;1;752
7878;13;1;2021;1;5;2;1;3;1; ; ;3;776
7878;17;1;2021;1;5;2;2;2;1; ; ;2;1661
7878;20;1;2021;1;5;2;1;1;1; ; ;1;582
7878;24;1;2021;1;5;2;1;2;1; ; ;2;776
7878;25;1;2021;1;5;2;1;2;1; ; ;2;743
7878;43;1;2021;1;5;2;1;1;1; ; ;1;830
7995;20;1;2021;1;5;2;1;2;1; ; ;2;404
7995;26;1;2021;1;5;2;1;1;1; ; ;1;506
7995;27;1;2021;1;5;2;1;1;1; ; ;1;539
7995;30;1;2021;1;5;2;1;2;1; ; ;2;568
7995;44;1;2021;1;5;2;2;2;1; ; ;2;1054
7995;48;1;2021;1;5;2;3;2;1; ; ;2;1581
7995;53;1;2021;1;5;2;3;1;1; ; ;1;1263
7995;57;1;2021;1;5;2;2;2;1; ; ;2;890
8139;4;1;2021;6;5;3;1;2;1; ; ;2;323
8139;8;1;2021;6;5;3;1;2;1; ; ;2;282
8139;15;1;2021;6;5;3;1;1;1; ; ;1;259
8139;18;1;2021;6;5;3;1;1;1; ; ;1;214
8139;22;1;2021;6;5;3;1;1;1; ; ;1;317
8139;23;1;2021;6;5;3;1;1;1; ; ;1;323
8139;24;1;2021;6;5;3;1;2;1; ; ;2;214
8139;27;1;2021;6;5;3;1;2;1; ; ;2;541
8139;30;1;2021;6;5;3;2;2;1; ; ;2;425
8180;3;1;2021;6;5;3;1;2;1; ; ;2;512
8180;7;1;2021;6;5;3;2;4;1; ; ;4;999
8180;8;1;2021;6;5;3;1;2;1; ; ;2;512
8180;19;1;2021;6;5;3;2;2;1; ; ;2;746
8180;32;1;2021;6;5;3;1;2;1; ; ;2;500
8180;35;1;2021;6;5;3;1;2;1; ; ;2;500
8180;42;1;2021;6;5;3;2;4;1; ; ;4;988
8180;43;1;2021;6;5;3;1;1;1; ; ;1;337
8180;44;1;2021;6;5;3;1;2;1; ; ;2;494
8180;47;1;2021;6;5;3;1;1;1; ; ;1;408
8291;2;1;2021;1;5;2;1;2;1; ; ;2;395
8291;6;1;2021;1;5;2;2;2;1; ; ;2;1127
8291;7;1;2021;1;5;2;1;1;1; ; ;1;504
8291;33;1;2021;1;5;2;1;2;1; ; ;2;374
8291;38;1;2021;1;5;2;1;2;1; ; ;2;450
8291;39;1;2021;1;5;2;1;1;1; ; ;1;487
8291;47;1;2021;1;5;2;1;2;1; ; ;2;450
8291;48;1;2021;1;5;2;1;1;1; ; ;1;450
8291;62;1;2021;1;5;2;1;2;1; ; ;2;527
8291;74;1;2021;1;5;2;1;1;1; ; ;1;468
8384;26;1;2021;1;5;2;1;1;1; ; ;1;784
8384;35;1;2021;1;5;2;1;1;1; ; ;1;917
8384;47;1;2021;1;5;2;1;1;1; ; ;1;981
8384;63;1;2021;1;5;2;1;1;1; ; ;1;688
8384;65;1;2021;1;5;2;1;1;1; ; ;1;814
8384;69;1;2021;1;5;2;1;1;1; ; ;1;917
8384;83;1;2021;1;5;2;1;1;1; ; ;1;878
8407;16;1;2021;1;5;2;1;1;1; ; ;1;1009
8407;18;1;2021;1;5;2;2;2;1; ; ;2;747
8407;24;1;2021;1;5;2;1;2;1; ; ;2;342
8407;29;1;2021;1;5;2;1;1;1; ; ;1;262
8407;43;1;2021;1;5;2;1;2;1; ; ;2;350
8407;53;1;2021;1;5;2;1;1;1; ; ;1;386
8407;54;1;2021;1;5;2;2;1;1; ; ;1;700
8407;55;1;2021;1;5;2;1;2;1; ; ;2;373
8407;68;1;2021;1;5;2;1;2;1; ; ;2;369
8407;73;1;2021;1;5;2;1;2;1; ; ;2;373
8414;6;1;2021;1;5;2;1;1;1; ; ;1;1556
8414;28;1;2021;1;5;2;1;2;1; ; ;2;1947
8414;29;1;2021;1;5;2;1;2;1; ; ;2;1947
8414;40;1;2021;1;5;2;1;2;1; ; ;2;2125
8414;41;1;2021;1;5;2;2;1;1; ; ;1;3291
8414;45;1;2021;1;5;2;1;2;1; ; ;2;2194
8414;55;1;2021;1;5;2;1;1;1; ; ;1;1875
8414;57;1;2021;1;5;2;1;2;1; ; ;2;1947
8414;64;1;2021;1;5;2;2;1;1; ; ;1;2983
8414;67;1;2021;1;5;2;1;2;1; ; ;2;1556
8489;3;1;2021;1;5;2;2;1;1; ; ;1;1051
8489;6;1;2021;1;5;2;2;3;1; ; ;3;1237
8489;7;1;2021;1;5;2;1;1;1; ; ;1;393
8489;18;1;2021;1;5;2;1;2;1; ; ;2;525
8489;20;1;2021;1;5;2;1;1;1; ; ;1;553
8489;24;1;2021;1;5;2;1;1;1; ; ;1;618
8489;28;1;2021;1;5;2;1;1;1; ; ;1;553
8489;64;1;2021;1;5;2;1;1;1; ; ;1;410
8489;73;1;2021;1;5;2;1;1;1; ; ;1;535
8668;4;1;2021;6;5;3;1;2;1; ; ;2;289
8668;6;1;2021;6;5;3;2;1;1; ; ;1;795
8668;8;1;2021;6;5;3;2;1;1; ; ;1;524
8668;9;1;2021;6;5;3;1;1;1; ; ;1;260
8668;17;1;2021;6;5;3;2;2;1; ; ;2;795
8668;21;1;2021;6;5;3;2;3;1; ; ;3;767
8668;24;1;2021;6;5;3;1;2;1; ; ;2;388
8668;25;1;2021;6;5;3;1;1;1; ; ;1;579
8668;38;1;2021;6;5;3;1;2;1; ; ;2;398
8668;41;1;2021;6;5;3;1;1;1; ; ;1;377
8729;2;1;2021;6;5;3;1;1;1; ; ;1;393
8729;11;1;2021;6;5;3;1;2;1; ; ;2;601
8729;12;1;2021;6;5;3;1;2;1; ; ;2;611
8729;14;1;2021;6;5;3;1;2;1; ; ;2;393
8729;27;1;2021;6;5;3;1;1;1; ; ;1;396
8729;29;1;2021;6;5;3;2;3;1; ; ;3;1291
8729;30;1;2021;6;5;3;1;1;1; ; ;1;601
8794;4;1;2021;6;5;3;1;3;1; ; ;3;359
8794;6;1;2021;6;5;3;1;2;1; ; ;2;262
8794;10;1;2021;6;5;3;2;2;1; ; ;2;682
8794;22;1;2021;6;5;3;1;2;1; ; ;2;286
8794;23;1;2021;6;5;3;1;2;1; ; ;2;311
8794;24;1;2021;6;5;3;1;1;1; ; ;1;286
8794;25;1;2021;6;5;3;1;1;1; ; ;1;341
8794;27;1;2021;6;5;3;1;2;1; ; ;2;386
8794;45;1;2021;6;5;3;2;6;3;2;1;2;682
8794;46;1;2021;6;5;3;1;1;1; ; ;1;386
8862;2;1;2021;6;5;3;1;1;1; ; ;1;406
8862;4;1;2021;6;5;3;1;2;1; ; ;2;416
8862;20;1;2021;6;5;3;1;1;1; ; ;1;423
8862;25;1;2021;6;5;3;3;3;1; ; ;3;1204
8862;26;1;2021;6;5;3;1;1;1; ; ;1;272
8862;30;1;2021;6;5;3;1;2;1; ; ;2;406
8862;31;1;2021;6;5;3;1;2;1; ; ;2;395
8862;34;1;2021;6;5;3;3;1;1; ; ;1;1239
8862;41;1;2021;6;5;3;1;2;1; ; ;2;416
8862;42;1;2021;6;5;3;1;1;1; ; ;1;361
9061;6;1;2021;6;5;3;1;2;1; ; ;2;450
9061;18;1;2021;6;5;3;2;1;1; ; ;1;1165
9061;26;1;2021;6;5;3;1;1;1; ; ;1;290
9061;29;1;2021;6;5;3;2;4;1; ; ;4;865
9061;30;1;2021;6;5;3;1;2;1; ; ;2;292
9061;31;1;2021;6;5;3;3;3;1; ; ;3;1283
9061;34;1;2021;6;5;3;2;3;1; ; ;3;1165
9061;35;1;2021;6;5;3;1;2;1; ; ;2;450
9092;6;1;2021;1;5;2;1;1;1; ; ;1;2111
9092;11;1;2021;1;5;2;1;1;1; ; ;1;2062
9092;27;1;2021;1;5;2;1;1;1; ; ;1;2485
9092;57;1;2021;1;5;2;1;1;1; ; ;1;1413
9092;69;1;2021;1;5;2;1;1;1; ; ;1;2111
9137;19;1;2021;6;5;3;3;2;1; ; ;2;1065
9137;24;1;2021;6;5;3;1;2;1; ; ;2;310
9137;33;1;2021;6;5;3;1;2;1; ; ;2;596
9137;34;1;2021;6;5;3;2;1;1; ; ;1;678
9137;36;1;2021;6;5;3;1;1;1; ; ;1;236
9137;42;1;2021;6;5;3;1;1;1; ; ;1;234
9137;48;1;2021;6;5;3;1;2;1; ; ;2;310
9137;55;1;2021;6;5;3;3;5;1; ; ;5;1035
9137;58;1;2021;6;5;3;2;1;1; ; ;1;940
9137;59;1;2021;6;5;3;1;2;1; ; ;2;260
9161;1;1;2021;6;5;3;1;1;1; ; ;1;246
9161;4;1;2021;6;5;3;1;2;1; ; ;2;370
9161;6;1;2021;6;5;3;1;2;1; ; ;2;379
9161;11;1;2021;6;5;3;1;2;1; ; ;2;246
9161;14;1;2021;6;5;3;1;1;1; ; ;1;373
9161;15;1;2021;6;5;3;1;2;1; ; ;2;370
9161;16;1;2021;6;5;3;3;3;1; ; ;3;1079
9161;17;1;2021;6;5;3;2;2;1; ; ;2;707
9161;33;1;2021;6;5;3;1;1;1; ; ;1;297
9288;2;1;2021;6;5;3;1;2;1; ; ;2;410
9288;8;1;2021;6;5;3;1;2;1; ; ;2;417
9288;9;1;2021;6;5;3;1;2;1; ; ;2;410
9288;17;1;2021;6;5;3;2;3;1; ; ;3;835
9288;23;1;2021;6;5;3;1;2;1; ; ;2;344
9288;37;1;2021;6;5;3;2;2;1; ; ;2;566
9288;43;1;2021;6;5;3;1;2;1; ; ;2;439
9288;50;1;2021;6;5;3;1;2;1; ; ;2;433
9288;58;1;2021;6;5;3;2;2;1; ; ;2;865
9400;1;1;2021;6;5;3;3;2;1; ; ;2;1164
9400;4;1;2021;6;5;3;1;1;1; ; ;1;424
9400;6;1;2021;6;5;3;3;5;1; ; ;5;1559
9400;13;1;2021;6;5;3;2;4;1; ; ;4;1028
9400;17;1;2021;6;5;3;1;2;1; ; ;2;348
9400;33;1;2021;6;5;3;1;2;1; ; ;2;541
9400;34;1;2021;6;5;3;1;2;1; ; ;2;505
9400;37;1;2021;6;5;3;1;1;1; ; ;1;424
9400;40;1;2021;6;5;3;1;1;1; ; ;1;541
9503;2;1;2021;6;5;3;2;3;1; ; ;3;655
9503;7;1;2021;6;5;3;1;2;1; ; ;2;244
9503;11;1;2021;6;5;3;1;1;1; ; ;1;221
9503;14;1;2021;6;5;3;1;1;1; ; ;1;244
9503;16;1;2021;6;5;3;1;1;1; ; ;1;341
9503;20;1;2021;6;5;3;1;1;1; ; ;1;327
9503;21;1;2021;6;5;3;2;2;1; ; ;2;671
9503;28;1;2021;6;5;3;1;2;1; ; ;2;336
9503;29;1;2021;6;5;3;1;2;1; ; ;2;324
9503;33;1;2021;6;5;3;1;1;1; ; ;1;327
9533;4;1;2021;1;5;2;1;2;1; ; ;2;530
9533;34;1;2021;1;5;2;1;2;1; ; ;2;706
9533;36;1;2021;1;5;2;2;2;1; ; ;2;1351
9533;44;1;2021;1;5;2;2;6;1; ; ;6;1253
9533;50;1;2021;1;5;2;1;2;1; ; ;2;627
9533;52;1;2021;1;5;2;1;1;1; ; ;1;501
9610;12;1;2021;6;5;3;1;2;1; ; ;2;481
9610;15;1;2021;6;5;3;1;2;1; ; ;2;614
9610;17;1;2021;6;5;3;2;2;1; ; ;2;796
9610;32;1;2021;6;5;3;1;1;1; ; ;1;523
9610;34;1;2021;6;5;3;2;2;1; ; ;2;1199
9610;35;1;2021;6;5;3;1;1;1; ; ;1;589
9610;42;1;2021;6;5;3;2;1;1; ; ;1;880
9610;48;1;2021;6;5;3;2;3;5;2;1;2;1146
9610;55;1;2021;6;5;3;1;2;1; ; ;2;440
9610;57;1;2021;6;5;3;1;1;1; ; ;1;583
9707;4;1;2021;1;5;2;1;1;1; ; ;1;188
9707;6;1;2021;1;5;2;1;2;1; ; ;2;265
9707;8;1;2021;1;5;2;1;2;1; ; ;2;237
9707;11;1;2021;1;5;2;1;2;1; ; ;2;277
9707;16;1;2021;1;5;2;2;2;1; ; ;2;530
9707;19;1;2021;1;5;2;1;2;1; ; ;2;208
9707;20;1;2021;1;5;2;2;3;1; ; ;3;491
9707;21;1;2021;1;5;2;1;2;1; ; ;2;268
9707;24;1;2021;1;5;2;1;2;1; ; ;2;268
9707;33;1;2021;1;5;2;1;2;1; ; ;2;196
9720;1;1;2021;6;5;3;1;2;1; ; ;2;253
9720;2;1;2021;6;5;3;1;1;1; ; ;1;259
9720;7;1;2021;6;5;3;1;2;1; ; ;2;189
9720;8;1;2021;6;5;3;1;1;1; ; ;1;253
9720;9;1;2021;6;5;3;1;2;1; ; ;2;250
9720;16;1;2021;6;5;3;1;2;1; ; ;2;263
9720;18;1;2021;6;5;3;1;2;1; ; ;2;263
9720;22;1;2021;6;5;3;1;2;1; ; ;2;263
9720;24;1;2021;6;5;3;1;2;1; ; ;2;263
9720;26;1;2021;6;5;3;1;2;1; ; ;2;253
9837;1;1;2021;6;5;3;1;2;1; ; ;2;258
9837;5;1;2021;6;5;3;1;2;1; ; ;2;249
9837;11;1;2021;6;5;3;2;3;1; ; ;3;497
9837;14;1;2021;6;5;3;1;1;1; ; ;1;256
9837;20;1;2021;6;5;3;1;2;1; ; ;2;249
9837;22;1;2021;6;5;3;2;3;1; ; ;3;503
9837;26;1;2021;6;5;3;1;2;1; ; ;2;249
9837;27;1;2021;6;5;3;1;2;1; ; ;2;223
9837;28;1;2021;6;5;3;1;2;1; ; ;2;223
9837;29;1;2021;6;5;3;1;2;1; ; ;2;258
9942;4;1;2021;6;5;3;1;2;1; ; ;2;340
9942;7;1;2021;6;5;3;1;2;1; ; ;2;356
9942;8;1;2021;6;5;3;1;1;1; ; ;1;350
9942;14;1;2021;6;5;3;1;2;1; ; ;2;356
9942;15;1;2021;6;5;3;1;1;1; ; ;1;356
9942;18;1;2021;6;5;3;1;1;1; ; ;1;234
9942;22;1;2021;6;5;3;1;2;1; ; ;2;340
9942;27;1;2021;6;5;3;1;1;1; ; ;1;356
9942;35;1;2021;6;5;3;1;1;1; ; ;1;311
10042;3;1;2021;6;5;3;1;2;1; ; ;2;458
10042;6;1;2021;6;5;3;1;1;1; ; ;1;458
10042;14;1;2021;6;5;3;1;2;1; ; ;2;458
10042;17;1;2021;6;5;3;1;2;1; ; ;2;346
10042;18;1;2021;6;5;3;1;2;1; ; ;2;346
10042;19;1;2021;6;5;3;1;2;1; ; ;2;463
10042;21;1;2021;6;5;3;2;4;1; ; ;4;926
